"Respondent.Serial";"Respondent.Serial.SourceFile";"Respondent.Origin (1/6)";"Respondent.Origin (2/6)";"Respondent.Origin (3/6)";"Respondent.Origin (4/6)";"Respondent.Origin (5/6)";"Respondent.Origin (6/6)";"Respondent.Origin.Other";"Respondent.ID";"DataCollection.Status (1/9)";"DataCollection.Status (2/9)";"DataCollection.Status (3/9)";"DataCollection.Status (4/9)";"DataCollection.Status (5/9)";"DataCollection.Status (6/9)";"DataCollection.Status (7/9)";"DataCollection.Status (8/9)";"DataCollection.Status (9/9)";"DataCollection.InterviewerID";"DataCollection.StartTime";"DataCollection.FinishTime";"DataCollection.MetadataVersionNumber";"DataCollection.MetadataVersionGUID";"DataCollection.RoutingContext";"DataCollection.Variant";"DataCollection.EndQuestion";"DataCollection.TerminateSignal";"DataCollection.SeedValue";"DataCollection.InterviewEngine";"DataCollection.CurrentPage";"DataCollection.Debug";"DataCollection.ServerTimeZone";"DataCollection.InterviewerTimeZone";"DataCollection.RespondentTimeZone";"DataCollection.BatchID";"DataCollection.BatchName";"DataCollection.DataEntryMode";"DataCollection.Removed";"DataCleaning.Note";"DataCleaning.Status (1/2)";"DataCleaning.Status (2/2)";"DataCleaning.ReviewStatus (1/4)";"DataCleaning.ReviewStatus (2/4)";"DataCleaning.ReviewStatus (3/4)";"DataCleaning.ReviewStatus (4/4)";"PA";"PB";"P1_1";"P1_1.R96";"P1_T (1/10)";"P1_T (2/10)";"P1_T (3/10)";"P1_T (4/10)";"P1_T (5/10)";"P1_T (6/10)";"P1_T (7/10)";"P1_T (8/10)";"P1_T (9/10)";"P1_T (10/10)";"P1_T.R96";"P2_1";"P2_1.R96";"P2_T (1/10)";"P2_T (2/10)";"P2_T (3/10)";"P2_T (4/10)";"P2_T (5/10)";"P2_T (6/10)";"P2_T (7/10)";"P2_T (8/10)";"P2_T (9/10)";"P2_T (10/10)";"P2_T.R96";"P3";"P3.R96";"P4_1";"P4_2";"P4_3";"P4_4";"P4_5";"P4_6";"P4_7";"P4_8";"P4_9";"P4_96";"P4aCOMP";"P5";"P5.R96";"P6";"P6aCOMP";"P6a2COMP";"P6aAnos";"P6a";"P6aDias";"P8COMP";"P8COMP.R96";"P9COMP";"P10COMP";"P11COMP";"P12COMP";"P10";"P13aCOMP";"P13bCOMP";"P11[{R1}].escala";"P11[{R2}].escala";"P11[{R3}].escala";"P11[{R4}].escala";"P11[{R5}].escala";"P11[{R6}].escala";"P11[{R7}].escala";"P11[{R8}].escala";"P13aCOMP2";"P13bCOMP2";"P17[{R1}].escala";"P17[{R2}].escala";"P17[{R3}].escala";"P17[{R4}].escala";"P17[{R5}].escala";"P17[{R6}].escala";"P17[{R7}].escala";"P17[{R8}].escala";"P18[{R01}].escala";"P18[{R02}].escala";"P18[{R03}].escala";"P18[{R04}].escala";"P18[{R05}].escala";"P18[{R06}].escala";"P18[{R07}].escala";"P18[{R08}].escala";"P18[{R09}].escala";"P18[{R10}].escala";"P18[{R11}].escala";"P18[{R12}].escala";"P18[{R13}].escala";"P18[{R14}].escala";"P18[{R15}].escala";"P18[{R16}].escala";"P18[{R17}].escala";"P18[{R18}].escala";"P18[{R19}].escala";"D1";"D2";"D3";"D3.R96";"D4";"D4.R96";"EDJF";"AUTO";"HABI";"BANO";"BOIL";"FOCO";"NSE_Final";"USUARIOS";"NUSUARIOS (1/3)";"NUSUARIOS (2/3)";"NUSUARIOS (3/3)"
9371;;3;;;;;;;11450;1;;;;;;;;;"1614vazquezdavid101501";"2015-10-10 15:59:30";"2015-10-10 16:11:34";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679758361;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;7;8;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"no a tenido lña posivilidada con otrac compañias";9;98;998;97;;;"por sus conocidos son telcel";2;"analizrlo muy bien";3;3;"necesitaría ver bien las cosas que ofreze";1;3;1;1;1;1;1;1;3;"por que no quisiera";1;2;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;8;9;9;8;5;2;1;;1;;10;2;4;1;1;7;2;"3 Telcel";1;;
9401;;3;;;;;;;30751;1;;;;;;;;;"1616merinocesar101502";"2015-10-10 16:01:08";"2015-10-10 16:28:26";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679659613;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;8;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"por que en algunos lugares movistar y otras compañías no agarran por la señal.";3;98;998;4;;"por que tiene amigos que tienen esa compañía y por sus tarifas.";;1;"ya que tenia un unefon anteriormente y para conocer algunas otras compañías.";4;4;"por sus viajes, ya que sale mucho de la ciudad.";4;4;4;5;4;5;5;2;4;"por que esta buscando otra compañía con tarifas algo mas económicas.";4;4;4;4;4;4;4;4;6;6;6;6;6;8;6;8;8;8;6;6;6;6;6;6;6;8;6;3;2;1;;4;;5;2;4;1;1;10;4;"3 Telcel";1;;
9406;;3;;;;;;;19633;1;;;;;;;;;"1435munozgerson061504";"2015-10-10 16:01:34";"2015-10-10 16:13:53";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679634153;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"por que aquí no ahí señal de otras telefonias";8;0;0;3;;"aquí no ahí señal para esas lineas";;2;"no ahí cobertura para cambiarse a otra compañias";5;1;"no ahí cobertura";5;5;5;5;5;5;5;5;1;"por la cobertura entonces no";5;5;5;5;5;5;5;5;6;8;9;6;7;8;8;8;9;8;9;9;8;8;8;8;8;6;8;3;2;2;;4;;5;2;99;5;3;99;9;"3 Telcel";1;;
9408;;3;;;;;;;383;1;;;;;;;;;"1348durangustavo041501";"2015-10-10 16:01:35";"2015-10-12 14:28:14";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679632968;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;7;8;;;;;;;;;7;;6;8;;;;;;;;;;7;;;;;;;1;1;1;;;;95;;;;;1;98;998;1;;"por la señal yo viajo mucho y la señal se me facilita mas";;1;"dependiendo las promociones";5;4;"yo tengo dos ya, ya solo les pondría el plan";4;4;4;2;4;4;5;4;2;"porque necesitaría yo primero checar con mis teléfonos de unefon como me funcionan";4;4;4;2;5;4;5;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;3;1;2;;1;;8;2;2;1;1;6;4;"5 Nextel";3;;
9427;;3;;;;;;;12665;1;;;;;;;;;"1412serranoveronica061502";"2015-10-10 16:03:13";"2015-10-10 16:14:08";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679535529;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"A LO MEJOR PORQUE OTRAAS NO TINE COPBERTURA";10;0;0;97;;;"NO";2;"PORQUE UNEFON ES OTRA COSA";4;1;"MUCHO BATALLATR CON UNEFON";2;2;2;2;2;2;2;3;1;"NNO ASI ESTOY ESTOY BIEN";2;2;2;2;2;2;2;2;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;3;1;5;;1;;5;1;1;5;3;1;9;"3 Telcel";1;;
9430;;3;;;;;;;26893;1;;;;;;;;;"1552pliegocarlos091501";"2015-10-10 16:03:24";"2015-10-10 18:48:47";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679524282;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;8;;;;;;;;;;;1;;96;;;;;;;;;;"telcel";1;;1;;;;;;;;;;2;95;;;;"poqu nosm llega la señal hasta aca";5;98;998;97;;;"porque solo llega la señal de telcel";2;"porque solo mllega la señal telcel";5;5;"estaria disouesto oero no llega otra señal";4;4;4;4;4;2;4;4;4;"porque aqui no llega  la señal";4;4;5;4;4;4;4;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;5;1;2;;3;;3;1;2;1;2;4;4;"3 Telcel";1;;
9439;;3;;;;;;;29287;1;;;;;;;;;"1459resendizrodolfo061504";"2015-10-10 16:03:50";"2015-10-10 16:19:30";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679498183;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"PORQUE NUNCA ME HE CAMBIADO A OTRA";0;1;0;97;;;"POR LA COSTUMBRE";2;"COMO LO ACABO DE COMPRAR PUES VIAJAMOS MUCHO Y PORQUE UNO SE QUEDA SIN TELEFONO CUANDO LO CAMBIAS";5;1;"PORQUE ES DE MI MARIDO";1;1;1;1;1;1;1;1;5;"ALGO DIFERENTE HAY QUE PROBAR SIEMPRE";4;5;2;2;4;4;4;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;4;2;5;;4;;9;1;8;2;1;36;1;"3 Telcel";1;;
9483;;3;;;;;;;28549;1;;;;;;;;;"1384deharosilvia051502";"2015-10-10 16:06:27";"2015-10-10 16:22:25";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679340996;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;1;;"NADA MAS PORQUE USAMOS TELCEL";"SE OYE MEJOR LAS LLAMADAS";"PORQUE ES EL QUE TENGO";15;98;998;3;;"SE OYE MUY FUERTE(EN LAS LLAMDA)";;2;"PORQUE YA ESTOY EN TELCEL";3;1;"PORQUE ESTOY EN TELCEL Y SERIA OTRO CAMBIO Y MIS NUMERO ESTAN FIJOS";4;4;4;4;2;4;2;2;1;"PORQUE AHORITA NO TENGO PENSADO CABIARME";4;4;4;4;2;4;4;4;9;7;7;7;7;7;7;7;9;7;7;7;7;7;6;9;9;9;7;2;2;96;"NO PROPORCIONO";96;"NO PROPORCIONO";14;3;1;5;3;1;9;"3 Telcel";1;;
9515;;3;;;;;;;12478;1;;;;;;;;;"1422garciajose061502";"2015-10-10 16:08:33";"2015-10-10 16:15:01";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679214698;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"NADA MAS";3;0;0;97;;;"SON IGUALES";2;"NADA MAS N";5;3;"NO SE";3;3;3;3;3;3;3;3;3;"NO SE";3;3;3;3;3;3;3;3;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;3;1;96;99;96;99;14;3;99;5;3;99;9;"3 Telcel";1;;
9527;;3;;;;;;;13147;1;;;;;;;;;"1589garciamirna101501";"2015-10-10 16:09:32";"2015-10-10 17:08:51";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679156400;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"POR EL TIEMPO QUE TIEN CON EL EQUIPO";2;0;0;3;;"TIENE MEJORES PROCION";;2;"ES MAS CARO, LA MAYORIA DE SUS CONTACTOS SON TELCEL";4;4;"NECESITA CHECRALO";4;4;4;2;2;2;2;2;1;"MAS USURAIOS SON DE TELCEL Y MOVITAR, ES POCO CONOCIDO";2;2;4;4;4;2;2;2;7;7;9;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;2;1;96;"NO PROPORCIONO INFO";96;"NO PROPORCIONO";14;3;99;5;3;99;9;"3 Telcel";1;;
9530;;3;;;;;;;30701;1;;;;;;;;;"1582barrerapatricio101503";"2015-10-10 16:09:40";"2015-10-10 16:55:38";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679147711;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;7;8;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;1;;"simpre a tenido telcel";"es la unica";"es la misma no a camnaiado";5;98;998;3;;"por tiene mejores promociones";;2;"por que no sabe el servicio de la compania";4;4;"por los servicio que tienes";4;5;4;4;2;1;1;1;4;"por los servicico que brinda la compania";4;4;2;4;4;1;1;4;9;9;9;9;9;6;9;9;9;9;9;9;9;9;9;9;9;9;9;3;1;2;;1;;9;2;2;1;1;6;4;"3 Telcel";1;;
9536;;3;;;;;;;25859;1;;;;;;;;;"1388medinahector051502";"2015-10-10 16:10:24";"2015-10-10 16:19:17";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1679103687;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"POR EL BUEN SERVFICIO";3;98;998;97;;;"POR EL BUEN SERVICIO";2;"POR EL BUEN SERVICO";5;1;"POR QUE TENGO TELEFONOS TELCEL QUE LLAMAR";2;2;2;2;1;1;1;2;1;"POR EL BUEN SERVICIO DE MI COMPAÑIA";2;2;1;2;2;2;1;2;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;4;1;2;;1;;9;3;2;5;3;3;9;"3 Telcel";1;;
9560;;3;;;;;;;18369;1;;;;;;;;;"1461garciabrayan061502";"2015-10-10 16:12:21";"2015-10-10 17:13:47";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1678987139;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"POR QUE SE PUEDE RECARGAR AQUI Y NO HAY DE OTRA COMPAÑIA";15;0;0;97;;;"POR QUE SE PUEDE RECARGAR AQUI Y NO HAY DE OTRA COMPAÑIA";1;"POR QUE PODRIA SALIR DE VIAJE Y ASI";5;4;"ME PARESE MUY BIEN";1;1;1;1;1;2;1;1;1;"POR QUE SE PUEDE RECARGAR AQUI Y NO HAY DE OTRA COMPAÑIA";1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;3;2;5;;4;;3;2;3;0;2;2;4;"3 Telcel";1;;
9587;;3;;;;;;;17153;1;;;;;;;;;"1453gutierrezdavid061502";"2015-10-10 16:14:49";"2015-10-10 16:31:59";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1678839032;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;7;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"DESDE ESA MARCA EMPEZE HASTA AHORITA,NUNCA HE CAMBIADO DE TELCEL";1;6;0;97;;;"HASTA AHORITA NO ME HA FALLADO LA RED";2;"POR QUE NO CONOZCO TODO LO QUE TENGA,NO HE INVESTIGADO ESA COMPAÑIA";4;2;"ALGUNOS COMPAÑEROS O AMIGOS HAN CAMBIADO DE TELEFONIA Y SI ES UN ROLLO,NO TENGO MUCHO TIEMPO PARA ESTAR DE AQUI PARA ALLA";4;4;4;2;1;1;1;2;2;"POR QUE SINCERAMENTE,MI HERMANA TIENE IUSACELL Y HA TENIDO PROBLEMAS CON SU CELULAR";1;2;4;2;1;1;1;2;6;6;6;6;6;6;6;6;7;6;7;7;7;7;6;6;7;6;6;3;2;2;;1;;11;2;3;1;2;4;2;"3 Telcel";1;;
9630;;3;;;;;;;16898;1;;;;;;;;;"1477leonardofatima061501";"2015-10-10 16:19:06";"2015-10-10 16:38:39";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1678582332;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;6;;"PORQUE TODOS TENIAN TELCEL Y POR ESO ME CAMBIE";;"HE PENSADO CAMBIARLO, PORQUE NO HE PODIDO COMPRAR OTRA";10;98;998;3;;"PORQUE TIENE MÁS PROMOCIONES";;1;"TALVEZ Y TENDRIA QUE VER QUE PROMOCIONES TIENE";5;4;"PORQUE ME COMBIENE POR LAS TARIFAS";4;4;4;5;4;4;4;4;4;"TENDRIA QUE VER LA RED EN CADA AREA COMO FUNCIONA PORQUE DERREPENTE DONDE UNO VIVE NO HAY MUCHA SEÑAL DE UNA Ú OTRA";4;4;4;4;4;4;5;4;6;9;6;7;7;7;6;6;6;7;7;7;7;7;7;7;7;9;6;3;1;5;;1;;8;2;4;1;2;8;4;"3 Telcel";1;;
9631;;3;;;;;;;15868;1;;;;;;;;;"1133rosasnelly011301";"2015-10-10 16:19:08";"2015-10-10 18:59:05";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1678579727;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;1;;"PORQUE  SIEMPRE  COMO YO CADA  VEZ  CAMBIABA  DE TELEFONO  LOS MPERDIA Y  DONDE  QUIERA,YA TELCEL  ES ALGO  DE  BAJO  COSTO,COMO  SON DE  SO QUE  AHI  MAS  COMODO.";"NO  HA  CAMBIADO";"ORQUE  SIEMPRE  COMO YO CADA  VEZ  CAMBIABA  DE TELEFONO  LOS MPERDIA Y  DONDE  QUIERA,YA TELCEL  ES ALGO  DE  BAJO  COSTO,COMO  SON DE  SO QUE  AHI  MAS  COMODO.";1;98;998;97;;;"PORQUE  NO  CONOZCO  OTRAS  Y AQUI VIVO  CERCA SIEMPRE.";1;"YA   VIENDO";3;3;"NECESITARIA YO  PENSARLO  Y  SI  CAMBIO  Y ME DAN OTRO  QE  NO LE  NETTIENDEO  Y  EN ESTE  SI";3;3;3;3;3;3;3;3;3;"NOS  PUES  NO SE";3;3;3;3;3;3;3;3;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;5;1;2;;1;;14;3;98;5;3;98;9;"3 Telcel";1;;
9641;;3;;;;;;;11616;1;;;;;;;;;"1610canasgabriela101503";"2015-10-10 16:19:45";"2015-10-10 16:56:51";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1678542755;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"ES LA UNICA RED QUE TIENE COBERTURA EN DONDE VIVO PERO ES MUY CARA";10;98;998;96;"UNEFON";"TELCEL ES UNA COMPAÑIA MUY CARA Y YO NECESITO ALGO MAS ECONOMICO Y DONDE ME DEN LA SEGIRUDAD DE QUE ME REEMBOLSARAN MI DINERO";;1;"PARA PROBAR A LA COMPAÑIA Y SABER SI REALMENTE ES ECONOMICA";2;5;"PORQUE SE ME HACE MUY ECONOMICO Y TIENE BUENA COBERTURA";1;5;5;5;5;1;5;5;5;"PORQUE TELCEL ES MUY CARO Y ESTE PLAN SE ME HACE ECONOMICO";5;5;2;5;5;1;5;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;4;1;2;;96;"AGRICULTOR";8;1;2;1;1;10;2;"3 Telcel";1;;
9642;;3;;;;;;;452;1;;;;;;;;;"1406llanosmoises061503";"2015-10-10 16:20:00";"2015-10-10 16:46:21";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1678528044;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;5;;1;6;7;;;;;;;;;7;;95;;;;;;;;;;;;;;;;;;;1;;;;2;95;;;;;2;98;998;97;;;"POR QUE ACA DONDE ESTOY NADAMAS HAY SEÑAL DE NEXTEL";1;"PUES SI TUBIERA SEÑAL ME CAMBIARIA PERO SI LO DUDO";5;4;"PUES SI HUBIESE SEÑAL SI Y TIENE VARIOS BENEFICIOS.";5;5;2;5;3;3;5;5;5;"SI POR QUE SOLO SERIA UNA SOLA UNA RED ENTRE IUSACELL Y NEXTEL";5;4;5;5;2;5;5;5;7;9;9;8;9;8;7;7;8;7;8;7;7;7;8;8;8;9;8;3;2;2;;1;;11;1;4;1;2;20;3;"5 Nextel";3;;
9690;;3;;;;;;;19945;1;;;;;;;;;"1614vazquezdavid101501";"2015-10-10 16:23:50";"2015-10-10 16:32:20";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1678297786;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"las facilidades que da";15;98;998;97;;;"las facilidades";2;"no ningún razon";3;3;"por que no le interesa";1;1;1;1;1;1;1;1;3;"nada mas";1;1;1;1;1;1;1;1;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;5;1;1;;4;;1;2;1;0;1;1;4;"3 Telcel";1;;
9738;;3;;;;;;;28806;1;;;;;;;;;"1581pascualangel101503";"2015-10-10 16:27:28";"2015-10-10 16:39:12";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1678079962;"IOM 6.0";33;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;8;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"ME GUSTA POR LASEÑAL";998;6;998;5;;"POR LOS COMERCIALES";;;;5;4;"PARA PENSARLO";4;4;4;4;4;4;2;4;2;"POR QUE AHORITA NO PIENSOCAMBIAR";2;2;2;2;2;2;2;2;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;2;2;1;;6;;9;1;9;1;1;12;1;"3 Telcel";1;;
9741;;3;;;;;;;2604;1;;;;;;;;;"1388medinahector051502";"2015-10-10 16:27:39";"2015-10-10 16:40:10";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1678069089;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;;;;;;;;;;;96;"NEXTEL";95;;;;;;;;;;;;;;;;;;;;;;1;2;95;;;;;2;98;998;97;;;"POR EL BUEN SERVICIO";2;"NECESITARIA VER QUE PLANES TIENE";3;3;"POR QUE ESTOY MUY BIEN CON ESA LINEA";2;4;4;4;4;2;1;2;3;"POR QUE ESTOY MUY BIEN CON ESTA LINEA QUE TENGO";5;2;5;2;2;2;2;1;6;7;6;7;9;7;7;7;7;7;7;7;7;7;7;7;7;7;7;3;1;1;;1;;5;2;3;1;1;6;4;"5 Nextel";3;;
9799;;3;;;;;;;17689;1;;;;;;;;;"1614vazquezdavid101501";"2015-10-10 16:32:41";"2015-10-10 16:44:56";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1677766774;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;;;;;;;;;;;1;;6;;;;;;;;;;;1;;1;;;;;1;;;;;2;95;;;;"por qu todos li utilizan";6;98;998;3;;"aveces le sale mas barato";;2;"notiene cobetura donde vive";4;2;"no hay señal";1;1;4;4;1;4;1;1;4;"tiene muchos beneficios";1;1;1;1;1;1;1;1;7;8;7;8;7;7;8;7;6;7;7;8;8;8;7;8;7;8;8;3;2;2;;1;;9;1;7;1;1;10;1;"3 Telcel";1;;
9953;;3;;;;;;;25322;1;;;;;;;;;"1477leonardofatima061501";"2015-10-10 16:46:55";"2015-10-10 17:05:59";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1676913043;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;7;8;;;;;;;;6;;1;;;;;;;;;;;6;;1;;;;;1;;;;;2;95;;;;;5;98;998;97;;;"PORQUE AHI DONDE VIVO AGARRA MEJOR LA SEÑAL DE MOVISTAR";2;"PORQUE SIMPLEMENTE ESTOY AGUSTO";5;1;"PORQUE CON MOVISTAR ESTOY BIEN NO NECESITO MÁS EN LOS PLANES ESTOY BIEN Y TENGO SEÑAL Y COMO VENDO RECARGA DE MOVISTAR NO PUEDO CAMBIARME";4;2;2;2;1;1;1;1;1;"PORQUE TENGO BUENA SEÑAL EN MOVISTAR Y CON TELCEL CASI NO AGARRA MUCHA SEÑAL Y PORQUE FUE MI PRIMER NUMERO POR ESO, PORQUE ESTOY COMODA CON LO QUE TENGO Y UNEFON TIENE BUENAS PROMCIONES PERO YO ESTOY COMODA CON MIVISTAR Y TELCEL";2;2;2;2;2;1;1;2;7;7;7;8;9;7;6;6;6;7;7;9;7;7;7;7;7;7;6;4;2;1;;1;;14;3;99;5;3;99;9;"3 Telcel";1;;
9958;;3;;;;;;;11296;1;;;;;;;;;"1384deharosilvia051502";"2015-10-10 16:47:42";"2015-10-10 17:02:41";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1676865666;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;7;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;1;;"PORQUE LA RECEPCION ES EN OTROS LADOS Y EN OTRAS COMPAÑIAS NO ESTAN BUENA";"TIENE BUENA RECEPCION DA NUMERO GRATIS";"TIENE BUENA RECEPCION DA NUMEROS GRATIS";6;98;998;97;;;"PORQUE ME GUSTA";1;"SI TIENE LLAMADAS NO TAN CARAS O MAS MEGAS PUEDE SER QUE SI CAMBIE";4;4;"POR LOS MEGAS Y LAS LLAMADAS Y LOS MSM";4;4;4;4;4;4;2;2;1;"NO ME GUSTA";4;2;4;3;2;3;1;3;7;7;7;6;6;7;6;6;9;6;7;6;6;9;7;6;7;7;6;2;2;1;;1;;11;1;4;2;1;6;1;"3 Telcel";1;;
9970;;3;;;;;;;26456;1;;;;;;;;;"1459resendizrodolfo061504";"2015-10-10 16:48:31";"2015-10-10 17:01:40";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1676816838;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"PORQUE AGARRABA BIEN LA SEÑAL PERO ULTIMAMENTE ESTA FALLANDO MUCHO";10;0;0;97;;;"PORQUE HASTA DONDE VIVIMOS NO AGARRA SEÑAL DE OTRA COMPAÑIA";2;"PORQUE NO LO HE USADO  Y NO SE";3;1;"PORQUE NO AGARRA LA SEÑAL";5;5;1;5;5;5;5;1;2;"PORQUE LE DIGO QUE ACA NO AGARRA MUY BIEN LA SEÑAL, AQUI LA MAYORIA TIENEN TELCEL PORQUE DE OTRAS NO AGARRA MUY BIEN LA SEÑAL";5;5;1;5;5;5;5;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;3;2;3;;4;;3;2;1;0;2;2;4;"3 Telcel";1;;
